0,17667,299
1,21957,222
2,2010,95
3,30014,75
4,7102,148
5,30209,144
6,19519,231
7,31241,147
8,1058,126
9,31320,71
10,20103,18
11,3269,243
12,13529,238
13,18046,193
14,22714,71
15,26546,142
16,5235,1
17,25530,53
18,23221,95
19,6505,145
20,367,255
21,15049,194
22,6963,146
23,30801,14
24,29513,140
25,1197,80
26,29263,188
27,10560,42
28,18924,101
29,18104,212
30,29640,44
31,6307,117
32,12432,132
33,5719,254
34,14130,32
35,17289,13
36,12980,83
37,28506,21
38,19840,184
39,26937,87
40,26113,10
41,22132,104
42,10378,200
43,9862,130
44,939,172
45,30163,231
46,16949,15
47,17725,116
48,7574,153
49,6489,294
50,6511,89
51,29552,210
52,18619,1
53,21856,177
54,7804,297
55,31432,182
56,26841,181
57,1778,81
58,13496,78
59,31386,270
60,2747,179
61,8813,277
62,1725,145
63,4869,112
64,26861,137
65,3435,179
66,12134,72
67,690,251
68,26381,72
69,4248,70
70,30334,85
71,3498,32
72,11477,124
73,3398,60
74,15764,207
75,31240,50
76,12493,272
77,11987,153
78,23623,215
79,13793,230
80,26791,300
81,30852,97
82,23041,263
83,780,97
84,19421,104
85,24558,153
86,16879,200
87,13498,170
88,26412,127
89,17865,21
90,19273,123
91,13704,146
92,25902,49
93,29459,144
94,15865,140
95,24572,301
96,2894,183
97,8279,10
98,1898,232
99,4058,124
100,18628,154
101,18840,110
102,26030,50
103,25752,193
104,15455,131
105,14404,235
106,4400,47
107,26725,275
108,16442,174
109,30575,275
110,30591,45
111,3992,43
112,6652,168
113,25530,205
114,23762,223
115,1115,138
116,22681,83
117,22206,169
118,31337,276
119,18700,84
120,10816,234
121,19845,230
122,7466,209
123,12191,135
124,16881,118
125,12336,216
126,20250,299
127,1095,133
128,9415,178
129,16238,27
130,6819,34
131,24487,2
132,25678,123
133,24782,222
134,29605,220
135,4296,124
136,14737,96
137,1661,161
138,3600,131
139,3305,201
140,29066,79
141,17026,39
142,9468,52
143,28623,208
144,10339,193
145,21453,294
146,19024,142
147,26561,172
148,24841,243
149,8274,63
150,2735,103
151,29695,268
152,22426,289
153,1059,210
154,20699,114
155,16122,89
156,20653,100
157,29772,230
158,5359,254
159,15298,291
160,19303,233
161,433,256
162,5473,221
163,31434,18
164,2022,210
165,26110,78
166,4770,242
167,11242,54
168,29415,253
169,23628,118
170,28666,183
171,26269,300
172,7011,110
173,23793,34
174,15505,135
175,23028,169
176,6180,56
177,13137,207
178,9332,16
179,5022,256
180,5074,279
181,3775,235
182,8100,208
183,12061,252
184,24920,263
185,3310,223
186,19016,138
187,2681,227
188,23344,30
189,22478,77
190,24852,245
191,15191,180
192,1160,15
193,16490,180
194,11485,202
195,30651,141
196,1141,24
197,22606,168
198,30173,255
199,20788,214
200,18505,219
201,15707,49
202,14709,26
203,10945,292
204,28443,7
205,25099,136
206,13513,168
207,8496,50
208,31450,40
209,17128,236
210,19173,11
211,2255,25
212,12584,223
213,3071,38
214,21848,41
215,12762,184
216,16261,177
217,24235,218
218,11276,116
219,1590,242
220,12982,74
221,19131,87
222,1310,162
223,28978,255
224,14761,214
225,29698,138
226,27308,284
227,27701,213
228,17719,43
229,28580,15
230,655,298
231,2007,118
232,28168,85
233,5236,182
234,9318,208
235,12065,26
236,21220,59
237,6016,261
238,25731,182
239,21957,249
240,9445,301
241,5587,0
242,28834,292
243,25656,212
244,1212,141
245,2386,29
246,28227,287
247,29810,58
248,16476,285
249,1203,153
250,8050,79
251,31006,15
252,6587,182
253,22868,122
254,29933,234
255,9209,181
256,22811,274
257,896,17
258,29525,188
259,16630,181
260,30318,104
261,25226,1
262,30117,256
263,2080,226
264,24541,113
265,1689,49
266,27530,37
267,8601,282
268,13828,118
269,23384,289
270,5916,75
271,30800,4
272,4660,147
273,7414,233
274,19208,252
275,12043,89
276,13604,6
277,21586,273
278,7333,270
279,11556,234
280,28699,161
281,25932,228
282,7633,277
283,8803,157
284,5902,129
285,14825,159
286,13393,302
287,9347,45
288,13491,35
289,6545,24
290,17373,233
291,16441,129
292,19625,53
293,23312,145
294,7215,40
295,29420,69
296,9548,36
297,21471,255
298,14990,222
299,9136,160
300,29125,117
301,15259,159
302,4034,225
303,25494,274
304,3204,188
305,9429,242
306,28460,280
307,1733,184
308,14218,149
309,25554,89
310,16390,277
311,25808,24
312,14731,79
313,23088,188
314,25258,170
315,24043,123
316,15101,104
317,13988,227
318,2723,49
319,13404,1
320,8425,78
321,20018,1
322,22833,10
323,14075,179
324,14488,152
325,29537,54
326,26565,106
327,16835,125
328,5143,276
329,2027,118
330,21856,199
331,1565,227
332,759,111
333,5636,241
334,3166,142
335,15336,289
336,24539,47
337,8437,250
338,2567,31
339,19361,211
340,22846,36
341,29023,92
342,3632,24
343,23069,218
344,9089,41
345,26352,74
346,18370,135
347,1930,148
348,12810,244
349,27438,237
350,19522,107
351,20941,234
352,1938,73
353,1740,128
354,9870,277
355,19665,266
356,365,262
357,30235,123
358,15263,129
359,7118,173
360,14353,82
361,6739,297
362,15615,268
363,31550,250
364,30119,37
365,16956,30
366,9817,139
367,25264,155
368,21076,288
369,2019,290
370,7111,30
371,14554,194
372,3053,64
373,21140,243
374,20629,82
375,22651,199
376,23371,301
377,635,292
378,25460,154
379,14596,68
380,6823,293
381,2714,60
382,16466,185
383,4043,30
384,24987,70
385,22973,169
386,9551,27
387,651,181
388,22214,173
389,8554,97
390,28803,114
391,10843,260
392,16665,126
393,14894,148
394,9825,152
395,10734,208
396,14805,133
397,12387,46
398,10534,180
399,25020,219
400,11693,60
401,6419,112
402,8051,157
403,15116,34
404,19428,37
405,17882,43
406,3233,128
407,16519,269
408,1106,41
409,29783,133
410,8811,122
411,26271,266
412,12506,268
413,26144,206
414,9590,171
415,19940,10
416,11990,90
417,20548,136
418,30083,47
419,4336,251
420,5628,45
421,26802,204
422,14660,23
423,23548,289
424,9474,160
425,31657,241
426,26574,191
427,20797,246
428,24058,268
429,23671,166
430,26801,263
431,1936,76
432,31095,257
433,26083,62
434,24897,251
435,27324,127
436,1348,185
437,16189,290
438,12415,88
439,7718,116
440,2274,281
441,14825,165
442,24860,184
443,17073,6
444,6211,25
445,2857,175
446,16308,298
447,29318,290
448,20946,48
449,25840,212
450,6166,255
451,15143,242
452,19994,96
453,3317,188
454,1247,162
455,30153,110
456,641,85
457,10508,147
458,18737,54
459,17189,79
460,17010,23
461,29650,18
462,17289,107
463,3257,45
464,24440,109
465,22848,134
466,12064,167
467,22648,47
468,6843,252
469,22302,232
470,1219,207
471,24897,42
472,29058,79
473,30091,144
474,22314,129
475,6376,264
476,10114,121
477,12191,177
478,1050,67
479,15677,86
480,7296,278
481,15486,78
482,18052,87
483,18195,26
484,14984,138
485,25202,202
486,15214,237
487,3021,267
488,11679,171
489,7307,276
490,24931,11
491,26942,16
492,19948,274
493,13993,41
494,29615,146
495,7927,87
496,1233,232
497,16349,22
498,4973,23
499,31430,20
500,1231,286
501,25374,270
502,23900,69
503,18355,304
504,15564,98
505,15086,301
506,8081,213
507,22179,131
508,7555,132
509,4522,93
510,18697,3
511,27474,129
512,1536,149
513,24362,198
514,18651,189
515,9055,242
516,28630,116
517,25849,272
518,23184,233
519,2362,108
520,15244,70
521,13124,181
522,26779,39
523,15315,151
524,19533,67
525,16548,118
526,6614,250
527,24876,152
528,2207,294
529,3799,176
530,30261,240
531,26540,243
532,386,206
533,24209,275
534,31568,276
535,29336,21
536,20145,270
537,9125,160
538,8137,263
539,7781,11
540,31236,223
541,2260,138
542,28469,169
543,25832,108
544,846,200
545,31186,84
546,12569,222
547,24536,182
548,20513,144
549,27374,260
550,20297,210
551,8888,285
552,3136,193
553,30917,77
554,3806,214
555,30660,275
556,7779,69
557,7618,210
558,3268,106
559,26966,101
560,14148,134
561,8156,247
562,13521,267
563,15808,112
564,19912,124
565,20891,16
566,14210,211
567,17729,274
568,3511,222
569,8780,238
570,21659,248
571,19051,288
572,24558,118
573,26883,182
574,12037,23
575,16999,101
576,15132,258
577,8104,28
578,21041,19
579,326,33
580,6876,89
581,27988,136
582,14807,275
583,2789,250
584,24019,86
585,3457,110
586,10832,119
587,3950,219
588,21366,172
589,5363,189
590,12808,181
591,22354,71
592,9028,286
593,20747,67
594,5447,285
595,19368,195
596,23080,118
597,16353,166
598,338,187
599,543,180
600,17144,242
601,1175,238
602,21022,17
603,9983,242
604,5783,42
605,13587,248
606,22048,11
607,3828,251
608,789,27
609,27475,252
610,1715,25
611,9167,12
612,6085,256
613,17756,10
614,2755,21
615,9958,45
616,3497,230
617,6889,136
618,6367,119
619,27170,29
620,24230,206
621,14353,288
622,23025,98
623,30943,199
624,16080,7
625,8885,299
626,10936,94
627,17760,258
628,1579,187
629,26672,98
630,15369,248
631,20036,299
632,10986,245
633,18523,0
634,14316,274
635,28549,97
636,13133,25
637,29811,50
638,25046,150
639,2774,286
640,11764,203
641,8275,270
642,5369,169
643,6564,66
644,21449,151
645,2328,186
646,23930,251
647,10436,231
648,24270,189
649,24407,176
650,663,122
651,16135,287
652,8861,30
653,17246,225
654,18928,10
655,11422,38
656,16963,145
657,28848,35
658,11233,226
659,22953,56
660,11997,225
661,28700,160
662,17526,185
663,1689,285
664,8399,142
665,28162,301
666,7799,261
667,30403,86
668,27939,189
669,29258,135
670,13216,286
671,18573,33
672,10425,123
673,31146,294
674,16716,174
675,16717,174
676,6509,39
677,29858,109
678,7802,232
679,6058,204
680,823,34
681,8772,161
682,635,47
683,5520,202
684,373,301
685,17288,165
686,21882,44
687,14264,21
688,15183,269
689,7529,1
690,14040,28
691,15468,263
692,27597,156
693,22225,238
694,17189,76
695,24444,229
696,11249,151
697,16132,14
698,2712,275
699,30648,168
700,29358,104
701,16415,80
702,14833,191
703,21577,16
704,18965,294
705,28482,84
706,19389,180
707,19017,171
708,16101,47
709,28258,223
710,6570,300
711,6107,131
712,8633,95
713,20967,218
714,25978,126
715,18881,22
716,17542,294
717,30520,100
718,14697,199
719,12972,29
720,20325,1
721,3468,50
722,27134,41
723,8848,74
724,20136,243
725,21644,105
726,12262,299
727,2294,125
728,4329,201
729,12683,277
730,1298,166
731,30345,42
732,11197,22
733,11485,240
734,5538,272
735,26906,34
736,23429,98
737,4026,111
738,30475,277
739,1167,262
740,4289,76
741,5841,95
742,22148,204
743,14923,211
744,24555,51
745,26906,10
746,13184,118
747,31638,191
748,14374,205
749,19549,58
750,27870,271
751,14215,109
752,16539,83
753,14531,291
754,9842,53
755,11045,299
756,18829,227
757,6206,199
758,9774,16
759,24123,28
760,27968,46
761,8156,52
762,29828,251
763,25541,259
764,12194,286
765,11077,18
766,16363,202
767,12284,153
768,27542,284
769,13387,161
770,12505,274
771,18509,133
772,20764,268
773,15723,255
774,1912,115
775,3387,215
776,22100,303
777,4742,79
778,2017,258
779,22611,208
780,11675,81
781,14498,269
782,15096,228
783,30566,205
784,19912,287
785,23598,212
786,10818,25
787,6892,218
788,18266,278
789,4126,109
790,25352,87
791,7671,268
792,13162,169
793,4513,84
794,19768,96
795,12228,273
796,27300,43
797,15298,169
798,15971,123
799,4635,91
800,21548,46
801,14220,72
802,16183,256
803,20477,54
804,18344,144
805,6895,283
806,28188,280
807,9865,92
808,4545,11
809,26865,195
810,19521,22
811,9440,57
812,14532,247
813,13307,302
814,9100,231
815,3467,262
816,5333,131
817,2462,75
818,3526,43
819,16013,116
820,25698,79
821,25822,288
822,25663,137
823,23074,131
824,7182,215
825,19590,107
826,2403,146
827,10254,280
828,16707,211
829,29881,244
830,30360,199
831,27839,135
832,12483,194
833,8261,33
834,7019,151
835,15464,81
836,29888,53
837,23267,204
838,20035,295
839,11816,255
840,8480,256
841,7725,256
842,6171,146
843,4482,171
844,3987,255
845,17502,50
846,12377,217
847,31314,72
848,12565,75
849,1610,75
850,8609,241
851,1794,178
852,28801,25
853,26728,249
854,22277,129
855,5097,89
856,26418,292
857,29895,185
858,12503,129
859,30733,112
860,11749,301
861,22972,234
862,20857,43
863,15432,297
864,2934,146
865,24667,143
866,13021,143
867,7074,51
868,5550,265
869,15604,205
870,24904,31
871,10265,240
872,21813,287
873,8602,142
874,18112,73
875,12519,16
876,19916,201
877,15198,215
878,24287,229
879,30868,142
880,12549,181
881,9619,197
882,24473,141
883,15890,255
884,15160,47
885,25236,121
886,16052,25
887,27621,33
888,14048,152
889,8333,160
890,23148,188
891,1496,146
892,29368,55
893,11374,106
894,10555,129
895,11418,13
896,29106,94
897,16432,100
898,8878,135
899,8464,102
900,12005,247
901,18613,272
902,20660,224
903,8551,101
904,9803,110
905,18194,90
906,18014,290
907,17467,171
908,411,34
909,12438,160
910,12719,229
911,12451,270
912,13476,115
913,22566,217
914,23031,139
915,21139,223
916,9809,231
917,21939,145
918,6529,233
919,1353,275
